,FRAME_IDX,X_1,Y_1,X_2,Y_2,X_3,Y_3,X_4,Y_4,X_5,Y_5,X_6,Y_6,X_7,Y_7,X_8,Y_8,X_9,Y_9,X_10,Y_10,X_11,Y_11,X_12,Y_12,X_13,Y_13,X_14,Y_14,X_15,Y_15,X_16,Y_16,X_17,Y_17,X_18,Y_18,X_19,Y_19,X_20,Y_20,X_21,Y_21,X_22,Y_22,X_23,Y_23,X_24,Y_24,X_25,Y_25,X_26,Y_26,X_27,Y_27,X_28,Y_28,X_29,Y_29,X_30,Y_30,X_31,Y_31,X_32,Y_32,X_33,Y_33,X_34,Y_34,X_35,Y_35,X_36,Y_36,X_37,Y_37,X_38,Y_38,X_39,Y_39,X_40,Y_40,X_41,Y_41,X_42,Y_42,X_43,Y_43,X_44,Y_44,X_45,Y_45,X_46,Y_46,X_47,Y_47,X_48,Y_48,X_49,Y_49,X_50,Y_50,X_51,Y_51,X_52,Y_52,X_53,Y_53,X_54,Y_54,X_55,Y_55,X_56,Y_56,X_57,Y_57,X_58,Y_58,X_59,Y_59,X_60,Y_60,X_61,Y_61,X_62,Y_62,X_63,Y_63,X_64,Y_64,X_65,Y_65,X_66,Y_66,X_67,Y_67,X_68,Y_68,X_69,Y_69,X_70,Y_70,X_71,Y_71,X_72,Y_72,X_73,Y_73,X_74,Y_74,X_75,Y_75,X_76,Y_76,X_77,Y_77,X_78,Y_78,X_79,Y_79,X_80,Y_80,X_81,Y_81,X_82,Y_82,X_83,Y_83,X_84,Y_84,X_85,Y_85,X_86,Y_86,X_87,Y_87,X_88,Y_88,X_89,Y_89,X_90,Y_90,X_91,Y_91,X_92,Y_92,X_93,Y_93,X_94,Y_94,X_95,Y_95,X_96,Y_96,X_97,Y_97,X_98,Y_98,X_99,Y_99,X_100,Y_100,X_101,Y_101,X_102,Y_102,X_103,Y_103,X_104,Y_104,X_105,Y_105,X_106,Y_106,X_107,Y_107,X_108,Y_108,X_109,Y_109,X_110,Y_110,X_111,Y_111,X_112,Y_112,X_113,Y_113,X_114,Y_114,X_115,Y_115,X_116,Y_116,X_117,Y_117,X_118,Y_118,X_119,Y_119,X_120,Y_120,X_121,Y_121,X_122,Y_122,X_123,Y_123,X_124,Y_124,X_125,Y_125,X_126,Y_126,X_127,Y_127,X_128,Y_128,X_129,Y_129,X_130,Y_130,X_131,Y_131,X_132,Y_132,X_133,Y_133,X_134,Y_134,X_135,Y_135
164,165.0,586.0,843.0,1310.0,1461.0,429.0,1389.0,1387.0,484.0,1179.0,338.0,1780.0,1466.0,,,1655.0,1132.0,1453.0,171.0,916.0,1243.0,898.0,520.0,1422.0,817.0,2163.0,282.0,,,1072.0,548.0,760.0,379.0,,,,,,,615.0,486.0,488.0,1070.0,940.0,628.0,,,1006.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,166.0,588.0,842.0,1311.0,1462.0,430.0,1390.0,1381.0,495.0,1177.0,338.0,1782.0,1466.0,,,1655.0,1135.0,1452.0,169.0,913.0,1244.0,897.0,517.0,1421.0,815.0,2163.0,283.0,,,1071.0,550.0,761.0,381.0,,,,,,,615.0,485.0,484.0,1069.0,938.0,629.0,,,1009.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,167.0,589.0,841.0,1309.0,1463.0,431.0,1390.0,1379.0,498.0,1176.0,337.0,1784.0,1467.0,,,1652.0,1138.0,1451.0,168.0,912.0,1245.0,896.0,515.0,1421.0,813.0,2164.0,284.0,,,1069.0,550.0,763.0,383.0,,,,,,,616.0,483.0,480.0,1069.0,937.0,630.0,,,1012.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,168.0,588.0,841.0,1306.0,1466.0,431.0,1390.0,1376.0,501.0,1175.0,338.0,1785.0,1467.0,,,1653.0,1140.0,1450.0,167.0,911.0,1247.0,892.0,514.0,1420.0,812.0,2165.0,285.0,,,1069.0,548.0,765.0,385.0,,,,,,,615.0,482.0,478.0,1070.0,935.0,630.0,,,1014.0,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,169.0,586.0,842.0,1302.0,1468.0,432.0,1392.0,1379.0,504.0,1175.0,338.0,1785.0,1467.0,,,1655.0,1140.0,1451.0,165.0,910.0,1247.0,886.0,511.0,1420.0,810.0,2167.0,287.0,,,1069.0,548.0,767.0,387.0,1503.0,826.0,,,,,615.0,481.0,477.0,1069.0,934.0,631.0,,,1015.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,170.0,585.0,843.0,1300.0,1470.0,433.0,1394.0,1380.0,502.0,1177.0,337.0,1784.0,1470.0,,,1658.0,1141.0,1452.0,164.0,910.0,1248.0,885.0,509.0,1419.0,808.0,2160.0,289.0,,,1070.0,548.0,769.0,389.0,1501.0,825.0,,,,,615.0,481.0,476.0,1067.0,932.0,632.0,,,1016.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,171.0,583.0,843.0,1298.0,1473.0,433.0,1397.0,1379.0,503.0,1177.0,338.0,1784.0,1471.0,,,1662.0,1139.0,1453.0,164.0,910.0,1249.0,884.0,508.0,1419.0,807.0,2157.0,291.0,,,1072.0,549.0,770.0,391.0,1501.0,824.0,,,,,613.0,480.0,477.0,1068.0,931.0,633.0,,,1017.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,172.0,578.0,843.0,1294.0,1475.0,433.0,1399.0,1378.0,505.0,1175.0,339.0,1786.0,1471.0,,,1660.0,1146.0,1453.0,163.0,910.0,1249.0,880.0,507.0,1418.0,805.0,2151.0,294.0,,,1072.0,549.0,772.0,393.0,1500.0,824.0,,,,,609.0,480.0,473.0,1067.0,930.0,634.0,,,1013.0,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,173.0,575.0,842.0,1291.0,1476.0,431.0,1403.0,1377.0,507.0,1175.0,340.0,1787.0,1471.0,,,1660.0,1149.0,1450.0,163.0,910.0,1250.0,878.0,508.0,1418.0,804.0,2152.0,297.0,,,1072.0,547.0,773.0,396.0,1500.0,823.0,,,,,607.0,478.0,469.0,1069.0,928.0,635.0,,,1009.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,174.0,572.0,842.0,1291.0,1477.0,431.0,1406.0,1382.0,510.0,1174.0,340.0,1788.0,1471.0,,,1659.0,1151.0,1446.0,163.0,912.0,1250.0,874.0,509.0,1418.0,802.0,2153.0,300.0,,,1071.0,545.0,770.0,405.0,1500.0,823.0,,,,,605.0,476.0,467.0,1070.0,927.0,636.0,,,1005.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,175.0,569.0,842.0,1292.0,1477.0,431.0,1409.0,1386.0,512.0,1171.0,340.0,1788.0,1473.0,,,1658.0,1153.0,1444.0,163.0,914.0,1251.0,868.0,508.0,1414.0,798.0,2152.0,302.0,,,1068.0,545.0,769.0,412.0,1500.0,822.0,,,,,607.0,475.0,466.0,1069.0,925.0,636.0,,,1000.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,176.0,571.0,843.0,1295.0,1478.0,431.0,1412.0,1386.0,512.0,1172.0,339.0,1789.0,1475.0,,,1657.0,1156.0,1444.0,164.0,915.0,1250.0,864.0,507.0,1406.0,794.0,2148.0,304.0,,,1068.0,545.0,773.0,414.0,1500.0,821.0,,,,,606.0,474.0,465.0,1070.0,924.0,637.0,,,996.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,177.0,574.0,845.0,1295.0,1480.0,432.0,1416.0,1388.0,514.0,1172.0,338.0,1791.0,1475.0,,,1656.0,1157.0,1444.0,165.0,915.0,1250.0,862.0,505.0,1397.0,791.0,2150.0,305.0,,,1066.0,545.0,775.0,416.0,1500.0,820.0,,,,,607.0,473.0,461.0,1068.0,923.0,638.0,,,992.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,178.0,575.0,845.0,1297.0,1481.0,430.0,1420.0,1389.0,515.0,1172.0,338.0,1793.0,1476.0,,,1656.0,1158.0,1444.0,167.0,912.0,1251.0,856.0,503.0,1401.0,791.0,2149.0,307.0,,,1066.0,545.0,781.0,417.0,1499.0,818.0,,,,,606.0,469.0,459.0,1068.0,923.0,639.0,,,987.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,179.0,576.0,846.0,1300.0,1482.0,429.0,1422.0,1386.0,518.0,1172.0,337.0,1794.0,1476.0,,,1656.0,1160.0,1444.0,168.0,912.0,1253.0,856.0,504.0,1389.0,788.0,2146.0,308.0,,,1071.0,545.0,783.0,420.0,1499.0,817.0,,,,,608.0,468.0,458.0,1067.0,922.0,639.0,,,990.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,180.0,578.0,847.0,1302.0,1484.0,430.0,1423.0,1385.0,521.0,1174.0,337.0,1795.0,1477.0,,,1657.0,1160.0,1444.0,168.0,911.0,1255.0,860.0,505.0,1380.0,784.0,2146.0,309.0,,,1074.0,547.0,776.0,424.0,1499.0,816.0,,,,,611.0,466.0,456.0,1066.0,922.0,640.0,,,992.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,181.0,581.0,847.0,1304.0,1487.0,430.0,1425.0,1387.0,525.0,1175.0,339.0,1795.0,1478.0,,,1659.0,1162.0,1443.0,167.0,909.0,1256.0,860.0,506.0,1375.0,783.0,2146.0,310.0,,,1079.0,551.0,775.0,427.0,1500.0,815.0,,,,,613.0,464.0,454.0,1066.0,921.0,640.0,,,1003.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,182.0,582.0,847.0,1305.0,1489.0,431.0,1425.0,1390.0,528.0,1176.0,341.0,1796.0,1479.0,,,1662.0,1163.0,1441.0,167.0,906.0,1257.0,854.0,504.0,1372.0,784.0,2149.0,312.0,,,1081.0,552.0,775.0,430.0,1502.0,816.0,,,,,614.0,462.0,453.0,1067.0,918.0,641.0,,,1005.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,183.0,582.0,848.0,1304.0,1491.0,431.0,1428.0,1393.0,529.0,1173.0,341.0,1798.0,1480.0,,,1664.0,1163.0,1439.0,167.0,907.0,1259.0,849.0,501.0,1372.0,785.0,2148.0,314.0,,,1081.0,554.0,775.0,433.0,1504.0,816.0,,,,,614.0,461.0,455.0,1067.0,915.0,641.0,,,1007.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,184.0,585.0,849.0,1305.0,1492.0,431.0,1429.0,1394.0,531.0,1175.0,343.0,1800.0,1482.0,,,1664.0,1165.0,1439.0,167.0,909.0,1259.0,847.0,500.0,1370.0,786.0,2147.0,315.0,,,1081.0,554.0,,,1503.0,815.0,,,,,615.0,461.0,456.0,1067.0,911.0,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,185.0,586.0,849.0,1308.0,1494.0,434.0,1430.0,1390.0,534.0,1179.0,344.0,1800.0,1484.0,,,1666.0,1169.0,1439.0,166.0,908.0,1261.0,844.0,499.0,1368.0,787.0,2146.0,317.0,,,1078.0,555.0,,,1501.0,815.0,,,,,616.0,459.0,455.0,1067.0,908.0,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,186.0,587.0,849.0,1310.0,1494.0,434.0,1431.0,1390.0,536.0,1182.0,346.0,1802.0,1487.0,,,1668.0,1172.0,1440.0,166.0,905.0,1264.0,841.0,498.0,1372.0,788.0,2148.0,317.0,,,1078.0,555.0,,,1501.0,815.0,,,,,615.0,459.0,455.0,1068.0,910.0,644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,187.0,587.0,851.0,1309.0,1495.0,435.0,1433.0,1390.0,536.0,1185.0,346.0,1804.0,1490.0,,,1665.0,1176.0,1437.0,166.0,902.0,1265.0,834.0,474.0,1371.0,789.0,2149.0,319.0,,,1078.0,556.0,,,1501.0,814.0,,,,,617.0,457.0,454.0,1067.0,909.0,644.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,188.0,585.0,852.0,1309.0,1495.0,437.0,1437.0,1390.0,538.0,1185.0,347.0,1806.0,1491.0,,,1662.0,1180.0,1437.0,167.0,902.0,1267.0,836.0,471.0,1372.0,788.0,2148.0,322.0,,,1077.0,558.0,,,1501.0,814.0,,,,,615.0,457.0,453.0,1068.0,908.0,641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,189.0,585.0,853.0,1307.0,1496.0,437.0,1442.0,1391.0,540.0,1184.0,347.0,1808.0,1490.0,,,1662.0,1183.0,1436.0,167.0,901.0,1268.0,831.0,471.0,1369.0,788.0,2148.0,325.0,,,1083.0,559.0,,,1496.0,816.0,,,,,616.0,456.0,452.0,1068.0,908.0,638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,190.0,581.0,852.0,1304.0,1497.0,437.0,1447.0,1394.0,542.0,1184.0,347.0,1810.0,1490.0,,,1665.0,1185.0,1435.0,167.0,904.0,1270.0,827.0,474.0,1363.0,789.0,2146.0,326.0,,,1084.0,560.0,,,1491.0,818.0,,,,,619.0,456.0,445.0,1065.0,907.0,635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,191.0,580.0,852.0,1304.0,1498.0,435.0,1453.0,1397.0,544.0,1181.0,348.0,1811.0,1492.0,,,1668.0,1184.0,1434.0,167.0,905.0,1272.0,823.0,472.0,1367.0,789.0,2142.0,329.0,,,1088.0,561.0,,,1495.0,816.0,,,,,620.0,456.0,436.0,1066.0,906.0,632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,192.0,569.0,850.0,1307.0,1499.0,436.0,1456.0,1398.0,545.0,1179.0,346.0,1813.0,1495.0,,,1669.0,1184.0,1434.0,167.0,906.0,1275.0,829.0,478.0,1368.0,790.0,2141.0,331.0,,,1089.0,562.0,,,1499.0,815.0,,,,,621.0,456.0,432.0,1065.0,906.0,629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,193.0,564.0,852.0,1310.0,1500.0,437.0,1456.0,1399.0,545.0,1178.0,345.0,1815.0,1497.0,,,1669.0,1184.0,1433.0,169.0,908.0,1275.0,834.0,481.0,1374.0,792.0,2141.0,333.0,,,1090.0,563.0,,,1503.0,813.0,,,,,622.0,455.0,441.0,1065.0,905.0,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,194.0,576.0,856.0,1311.0,1501.0,441.0,1455.0,1401.0,546.0,1178.0,345.0,1818.0,1500.0,,,1670.0,1186.0,1432.0,169.0,911.0,1277.0,833.0,482.0,1374.0,793.0,2148.0,333.0,,,1089.0,564.0,,,1507.0,812.0,,,,,625.0,454.0,438.0,1064.0,906.0,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,195.0,584.0,859.0,1309.0,1502.0,445.0,1456.0,1401.0,548.0,1178.0,347.0,1822.0,1501.0,,,1671.0,1189.0,1431.0,171.0,912.0,1279.0,842.0,483.0,1377.0,795.0,2154.0,333.0,,,1089.0,565.0,,,1510.0,811.0,,,,,627.0,454.0,447.0,1067.0,908.0,626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
